# q, R, dR, dq
2.200000000000000011e-01 6.992753690331454928e-07 1.079100378959950085e-08 1.100000000000000110e-02
2.300000000000000100e-01 7.724261810686747901e-07 1.220868727989730411e-08 1.150000000000000154e-02
2.399999999999999911e-01 9.970212365009315797e-07 1.677371394932574108e-08 1.200000000000000025e-02
2.500000000000000000e-01 1.267777829552578990e-06 1.729088501276415672e-08 1.250000000000000069e-02
2.600000000000000089e-01 1.513175213512342649e-06 1.353283886444372020e-08 1.300000000000000114e-02
2.700000000000000178e-01 1.721012809959772082e-06 1.679858680693150326e-08 1.350000000000000158e-02
2.800000000000000266e-01 1.811606973181960185e-06 2.007104168067576048e-08 1.400000000000000203e-02
2.899999999999999800e-01 1.815924430963653873e-06 1.984055435281080423e-08 1.449999999999999900e-02
2.999999999999999889e-01 1.740586294878870534e-06 1.306526054465112528e-08 1.499999999999999944e-02
3.166666666666666519e-01 1.515670761200753664e-06 1.228512354943391332e-08 1.583333333333333467e-02
3.400000000000000244e-01 1.143072905434421157e-06 1.305654088781050597e-08 1.700000000000000122e-02
3.599999999999999867e-01 8.108053838604208056e-07 1.352314388500032956e-08 1.799999999999999864e-02
3.800000000000000044e-01 5.279375938299876317e-07 1.027458624416167386e-08 1.900000000000000300e-02
4.000000000000000222e-01 3.075190966777957047e-07 7.569511618027915840e-09 2.000000000000000389e-02
4.199999999999999845e-01 1.599033426983485382e-07 3.637988298783699610e-09 2.100000000000000130e-02
4.400000000000000022e-01 7.211007153357515168e-08 3.191226872102197911e-09 2.200000000000000219e-02
4.600000000000000200e-01 2.986762251111216595e-08 2.664491021253472859e-09 2.300000000000000308e-02
4.799999999999999822e-01 1.177486076221420088e-08 2.246821668671911169e-09 2.400000000000000050e-02
5.000000000000000000e-01 7.003395848216963749e-09 2.389114664131628101e-09 2.500000000000000139e-02
5.200000000000000178e-01 8.187055326222378365e-09 2.168115894644770356e-09 2.600000000000000228e-02
5.400000000000000355e-01 9.522234646553812065e-09 1.926247198454627657e-09 2.700000000000000316e-02
5.600000000000000533e-01 1.025084359361966482e-08 2.581381867981718482e-09 2.800000000000000405e-02
5.799999999999999600e-01 8.193677405523953673e-09 2.479353625079916444e-09 2.899999999999999800e-02
6.099999999999999867e-01 5.359881914940124380e-09 1.709301362057978774e-09 3.049999999999999933e-02
6.400000000000000133e-01 4.137697868298206289e-09 1.978528977727704041e-09 3.200000000000000067e-02
6.600000000000000311e-01 2.133575610717050277e-09 2.209868129252486066e-09 3.300000000000000155e-02
6.800000000000000488e-01 5.564572435437519336e-10 3.225124639375837753e-09 3.400000000000000244e-02
