# q, R, dR, dq
5.999999999999999778e-02 1.783221809508647596e-03 8.258052811384512088e-06 3.000000000000000062e-03
6.500000000000000222e-02 1.318516351154589176e-03 1.287801269499796393e-05 3.250000000000000284e-03
7.000000000000000666e-02 9.694158802796681157e-04 5.888336704905616465e-06 3.500000000000000507e-03
7.499999999999999722e-02 7.472364309494728025e-04 9.192363874340504171e-06 3.749999999999999861e-03
8.000000000000000167e-02 5.619639026627886585e-04 4.094674080488865854e-06 4.000000000000000083e-03
8.500000000000000611e-02 4.520051325410987626e-04 6.640566273847994698e-06 4.250000000000000305e-03
8.999999999999999667e-02 3.532438748852708300e-04 3.057807058626010874e-06 4.499999999999999660e-03
9.500000000000000111e-02 2.950794111849176695e-04 5.310513386856791063e-06 4.750000000000000749e-03
1.000000000000000056e-01 2.253092296374183275e-04 2.571688220448946861e-06 5.000000000000000971e-03
1.100000000000000006e-01 1.432878582257240746e-04 6.660194694896602809e-07 5.500000000000000548e-03
1.199999999999999956e-01 9.462724546749648154e-05 6.159044577969033908e-07 6.000000000000000125e-03
1.300000000000000044e-01 6.217563274833080237e-05 4.387662346983970894e-07 6.500000000000000569e-03
1.400000000000000133e-01 3.896055623989744444e-05 3.243671582138618956e-07 7.000000000000001013e-03
1.499999999999999944e-01 2.505285937390673966e-05 2.909248496006127732e-07 7.499999999999999722e-03
1.600000000000000033e-01 1.581231172830114179e-05 1.155418648425346725e-07 8.000000000000000167e-03
1.700000000000000122e-01 9.349685636244524454e-06 9.156101825125037462e-08 8.500000000000000611e-03
1.799999999999999933e-01 5.259236200719289793e-06 6.543872830806448053e-08 8.999999999999999320e-03
1.900000000000000022e-01 2.904725408174557565e-06 4.864262433309738747e-08 9.500000000000001499e-03
2.000000000000000111e-01 1.542649782257882162e-06 4.003257313592002671e-08 1.000000000000000194e-02
2.099999999999999922e-01 9.080539579966013789e-07 1.498035937084700321e-08 1.050000000000000065e-02
2.200000000000000011e-01 7.119048697695129112e-07 1.302759618966952786e-08 1.100000000000000110e-02
2.300000000000000100e-01 7.699559954165669631e-07 1.442728610008034831e-08 1.150000000000000154e-02
2.399999999999999911e-01 9.832305250998859855e-07 1.804646714897612323e-08 1.200000000000000025e-02
2.500000000000000000e-01 1.247619838009344354e-06 1.788806539585556252e-08 1.250000000000000069e-02
2.600000000000000089e-01 1.513572547038701195e-06 1.460398736639977849e-08 1.300000000000000114e-02
2.700000000000000178e-01 1.702775405237492857e-06 1.627112591009190723e-08 1.350000000000000158e-02
2.800000000000000266e-01 1.768303946166127082e-06 1.874240630373757472e-08 1.400000000000000203e-02
2.899999999999999800e-01 1.772685110076707486e-06 2.027961602255079668e-08 1.449999999999999900e-02
2.999999999999999889e-01 1.697641390910795959e-06 1.295996592215644858e-08 1.499999999999999944e-02
3.166666666666666519e-01 1.448054083641867526e-06 1.152404619758439041e-08 1.583333333333333467e-02
3.400000000000000244e-01 1.098643701490512096e-06 1.328460812309400621e-08 1.700000000000000122e-02
3.599999999999999867e-01 7.706859017445615298e-07 1.328632073851424431e-08 1.799999999999999864e-02
3.800000000000000044e-01 5.003480319428598572e-07 1.038824775411957833e-08 1.900000000000000300e-02
4.000000000000000222e-01 2.896804113412722670e-07 7.982000263679978337e-09 2.000000000000000389e-02
4.199999999999999845e-01 1.471816375070333737e-07 4.048228827025164608e-09 2.100000000000000130e-02
4.400000000000000022e-01 6.670797758504139516e-08 3.543538375022599243e-09 2.200000000000000219e-02
4.600000000000000200e-01 2.667226194847428075e-08 2.538204192042546783e-09 2.300000000000000308e-02
4.799999999999999822e-01 1.024287876787660855e-08 2.363587090146118318e-09 2.400000000000000050e-02
5.000000000000000000e-01 7.415791716899171509e-09 2.773069278578600461e-09 2.500000000000000139e-02
5.200000000000000178e-01 7.362990887701854920e-09 2.289081010830162878e-09 2.600000000000000228e-02
5.400000000000000355e-01 8.667114140710874162e-09 2.312460727784291925e-09 2.700000000000000316e-02
5.600000000000000533e-01 8.255434297986021614e-09 2.264876928128074468e-09 2.800000000000000405e-02
5.799999999999999600e-01 8.590119054860751729e-09 2.152619712154129800e-09 2.899999999999999800e-02
6.099999999999999867e-01 5.262737815930861346e-09 1.804697391097112743e-09 3.049999999999999933e-02
6.400000000000000133e-01 4.235124695087814816e-09 2.433438980193914948e-09 3.200000000000000067e-02
6.600000000000000311e-01 4.086509423680224242e-09 3.300421995560566196e-09 3.300000000000000155e-02
6.800000000000000488e-01 2.407800220911680882e-09 2.836899452711109920e-09 3.400000000000000244e-02
