# q, R, dR, dq
2.300000000000000100e-01 5.102152047845298486e-07 9.875580876824396680e-09 1.150000000000000154e-02
2.399999999999999911e-01 5.591028315474721978e-07 1.073246823105573520e-08 1.200000000000000025e-02
2.500000000000000000e-01 6.664528784227187271e-07 1.219253321198690304e-08 1.250000000000000069e-02
2.600000000000000089e-01 7.837639128572053643e-07 9.280511652849899785e-09 1.300000000000000114e-02
2.700000000000000178e-01 8.388090070537958858e-07 1.207373686654958361e-08 1.350000000000000158e-02
2.800000000000000266e-01 8.430940233154413656e-07 1.209521651512743898e-08 1.400000000000000203e-02
2.899999999999999800e-01 8.191479684252618516e-07 1.400283886578924220e-08 1.449999999999999900e-02
2.999999999999999889e-01 7.794052571837464496e-07 1.442358692088450025e-08 1.499999999999999944e-02
3.099999999999999978e-01 7.196383766387383761e-07 1.602865321295407134e-08 1.549999999999999989e-02
3.200000000000000067e-01 6.611614169794020951e-07 1.637991892417569415e-08 1.600000000000000033e-02
3.300000000000000155e-01 5.852976609537383614e-07 1.364356481198827554e-08 1.650000000000000078e-02
3.449999999999999734e-01 4.675088526847753160e-07 7.713114394799283268e-09 1.724999999999999797e-02
3.599999999999999867e-01 3.511072360095986347e-07 1.158807043563597828e-08 1.799999999999999864e-02
3.699999999999999956e-01 2.868479053562392158e-07 1.143956473929002236e-08 1.849999999999999908e-02
3.800000000000000044e-01 2.180744406788149096e-07 9.957125680576043732e-09 1.900000000000000300e-02
3.900000000000000133e-01 1.712032241590050974e-07 9.434891842412976220e-09 1.950000000000000344e-02
