# q, R, dR, dq
5.500000000000000028e-02 2.498202334815231677e-03 1.841550564167859509e-05 2.750000000000000274e-03
5.999999999999999778e-02 1.742965089024611433e-03 8.004974512972725320e-06 3.000000000000000062e-03
6.500000000000000222e-02 1.268785562025984267e-03 1.233929409023497130e-05 3.250000000000000284e-03
7.000000000000000666e-02 9.327975671532548821e-04 5.568859721519370168e-06 3.500000000000000507e-03
7.499999999999999722e-02 7.104693271411138171e-04 8.617503016162242392e-06 3.749999999999999861e-03
8.000000000000000167e-02 5.443629591436616871e-04 3.773633610391332519e-06 4.000000000000000083e-03
8.500000000000000611e-02 4.196811040364848669e-04 6.874818510380877929e-06 4.250000000000000305e-03
8.999999999999999667e-02 3.357146668689555964e-04 2.940364710878880472e-06 4.499999999999999660e-03
9.500000000000000111e-02 2.669937706058751552e-04 5.453347829526024948e-06 4.750000000000000749e-03
1.000000000000000056e-01 2.054507926807325018e-04 2.395449157309455744e-06 5.000000000000000971e-03
1.100000000000000006e-01 1.327986220598257943e-04 8.380868570226008935e-07 5.500000000000000548e-03
1.199999999999999956e-01 8.980449007627347695e-05 5.249402689004965091e-07 6.000000000000000125e-03
1.300000000000000044e-01 5.887799683582474653e-05 4.082444996405125732e-07 6.500000000000000569e-03
1.400000000000000133e-01 3.806781450500868673e-05 3.519179393346404618e-07 7.000000000000001013e-03
1.499999999999999944e-01 2.483220318738093766e-05 2.515346675024775386e-07 7.499999999999999722e-03
1.600000000000000033e-01 1.556620119786908475e-05 1.178436628291563014e-07 8.000000000000000167e-03
1.700000000000000122e-01 9.552435161708956599e-06 8.495890084327559629e-08 8.500000000000000611e-03
1.799999999999999933e-01 5.932261028304516411e-06 6.080726151202768798e-08 8.999999999999999320e-03
1.900000000000000022e-01 3.462226539994012108e-06 5.637318670439113418e-08 9.500000000000001499e-03
2.000000000000000111e-01 1.914020895280136560e-06 4.145598467905155589e-08 1.000000000000000194e-02
2.099999999999999922e-01 1.024738342641010894e-06 1.529417118713581895e-08 1.050000000000000065e-02
2.200000000000000011e-01 5.986575697890023076e-07 1.053134384926928657e-08 1.100000000000000110e-02
2.300000000000000100e-01 4.710225775337636576e-07 1.127443193399088551e-08 1.150000000000000154e-02
2.399999999999999911e-01 5.061861413959201790e-07 1.064907949640754679e-08 1.200000000000000025e-02
2.500000000000000000e-01 6.229755513405196775e-07 1.087608435565785964e-08 1.250000000000000069e-02
2.600000000000000089e-01 7.302692922718497317e-07 9.894135383814101281e-09 1.300000000000000114e-02
2.700000000000000178e-01 8.012322086527280338e-07 1.178506520413757091e-08 1.350000000000000158e-02
2.800000000000000266e-01 8.295215892483024405e-07 1.298098347208755316e-08 1.400000000000000203e-02
2.899999999999999800e-01 8.475285127507017117e-07 1.406894962614087664e-08 1.449999999999999900e-02
2.999999999999999889e-01 7.913941697316908595e-07 1.452472036968233458e-08 1.499999999999999944e-02
3.099999999999999978e-01 7.507514036164625088e-07 1.604117589954290264e-08 1.549999999999999989e-02
3.200000000000000067e-01 6.799568120950316818e-07 1.633464960032853083e-08 1.600000000000000033e-02
3.300000000000000155e-01 6.114707969010594990e-07 1.440695857587864201e-08 1.650000000000000078e-02
3.449999999999999734e-01 4.851179669221626247e-07 7.580193801345233524e-09 1.724999999999999797e-02
3.599999999999999867e-01 3.720521049885514090e-07 1.378123577471954086e-08 1.799999999999999864e-02
3.699999999999999956e-01 2.981076104712850817e-07 1.224282633900655550e-08 1.849999999999999908e-02
3.800000000000000044e-01 2.382289867326257001e-07 1.141652312209726560e-08 1.900000000000000300e-02
3.900000000000000133e-01 1.789753932274953636e-07 1.012087842046197778e-08 1.950000000000000344e-02
