# q, R, dR, dq
6.500000000000000222e-02 1.297086780776009630e-03 1.267341620774588080e-05 3.250000000000000284e-03
7.000000000000000666e-02 9.444342128063743739e-04 5.421529721601314853e-06 3.500000000000000507e-03
7.499999999999999722e-02 7.145741105731830351e-04 8.714016787732560611e-06 3.749999999999999861e-03
8.000000000000000167e-02 5.389829035456106428e-04 2.342748369991954913e-05 4.000000000000000083e-03
8.500000000000000611e-02 4.285494167970144565e-04 6.876955131945106179e-06 4.250000000000000305e-03
8.999999999999999667e-02 3.350697294453031105e-04 2.965147868864288485e-06 4.499999999999999660e-03
9.500000000000000111e-02 2.726087296711735019e-04 5.486108307534936499e-06 4.750000000000000749e-03
1.000000000000000056e-01 2.134380991900132300e-04 2.581682924199309909e-06 5.000000000000000971e-03
1.100000000000000006e-01 1.326642727122500829e-04 8.660960309361360007e-07 5.500000000000000548e-03
1.199999999999999956e-01 8.690257027826631684e-05 5.211520233343351384e-07 6.000000000000000125e-03
1.300000000000000044e-01 5.740657929347217891e-05 3.902208946917759075e-07 6.500000000000000569e-03
1.400000000000000133e-01 3.718939712185991811e-05 3.297397550283600904e-07 7.000000000000001013e-03
1.499999999999999944e-01 2.366256174116451101e-05 2.408458620051223925e-07 7.499999999999999722e-03
1.600000000000000033e-01 1.512360332178193847e-05 1.181137973262765746e-07 8.000000000000000167e-03
1.700000000000000122e-01 9.390313062286236850e-06 8.475656263079571457e-08 8.500000000000000611e-03
1.799999999999999933e-01 5.868960406515598904e-06 6.343539687896661124e-08 8.999999999999999320e-03
1.900000000000000022e-01 3.443238667977753526e-06 5.370869814341487828e-08 9.500000000000001499e-03
2.000000000000000111e-01 1.904729608718762927e-06 3.852439070304713340e-08 1.000000000000000194e-02
2.099999999999999922e-01 1.033068408489535566e-06 1.485836506563294711e-08 1.050000000000000065e-02
2.200000000000000011e-01 6.132799000737112995e-07 1.138770378861789784e-08 1.100000000000000110e-02
2.300000000000000100e-01 4.845547185740793821e-07 1.073468832721644385e-08 1.150000000000000154e-02
2.399999999999999911e-01 5.296053768089574372e-07 1.099211579089171305e-08 1.200000000000000025e-02
2.500000000000000000e-01 6.506793057641421647e-07 1.276829726562747684e-08 1.250000000000000069e-02
2.600000000000000089e-01 7.604429585634471985e-07 1.001659097192146159e-08 1.300000000000000114e-02
2.700000000000000178e-01 8.231141017016878279e-07 1.225000136518583509e-08 1.350000000000000158e-02
2.800000000000000266e-01 8.478348990518162072e-07 1.263042696995827756e-08 1.400000000000000203e-02
2.899999999999999800e-01 8.311670653160966468e-07 1.407244018065392622e-08 1.449999999999999900e-02
2.999999999999999889e-01 7.924022268717082378e-07 1.560795573232565980e-08 1.499999999999999944e-02
3.099999999999999978e-01 7.345477295728459905e-07 1.500181539213147253e-08 1.549999999999999989e-02
3.200000000000000067e-01 6.630869482623265640e-07 1.596378459458273531e-08 1.600000000000000033e-02
3.300000000000000155e-01 5.866655207946499943e-07 1.299827306600378443e-08 1.650000000000000078e-02
3.449999999999999734e-01 4.785332957053130316e-07 8.265648602168986533e-09 1.724999999999999797e-02
3.599999999999999867e-01 3.589967859518567778e-07 1.219999959856822474e-08 1.799999999999999864e-02
3.699999999999999956e-01 2.827116505855052497e-07 1.008258507849992660e-08 1.849999999999999908e-02
3.800000000000000044e-01 2.232139887988756159e-07 1.002242999648006370e-08 1.900000000000000300e-02
3.900000000000000133e-01 1.784890884475903206e-07 1.135937539904295193e-08 1.950000000000000344e-02
