# q, R, dR, dq
1.400000000000000133e-01 3.878332257494900226e-05 3.475097297589272693e-07 7.000000000000001013e-03
1.499999999999999944e-01 2.537604939854092758e-05 2.740650490478413788e-07 7.499999999999999722e-03
1.600000000000000033e-01 1.618056910187562811e-05 1.195523248177738565e-07 8.000000000000000167e-03
1.700000000000000122e-01 9.936094624896728815e-06 8.855014397880680062e-08 8.500000000000000611e-03
1.799999999999999933e-01 6.023236907674803553e-06 6.326443603652593666e-08 8.999999999999999320e-03
1.900000000000000022e-01 3.413441820336153796e-06 5.457446041664256691e-08 9.500000000000001499e-03
2.000000000000000111e-01 1.877357462394960322e-06 4.013052396622716615e-08 1.000000000000000194e-02
2.099999999999999922e-01 9.842147012548234065e-07 1.465127268818065367e-08 1.050000000000000065e-02
2.200000000000000011e-01 5.269031250041765012e-07 1.082694290613287085e-08 1.100000000000000110e-02
2.300000000000000100e-01 3.651357150214956513e-07 8.035148275619496424e-09 1.150000000000000154e-02
2.399999999999999911e-01 3.921080475738859890e-07 9.052297876182467096e-09 1.200000000000000025e-02
2.500000000000000000e-01 4.890702764672567983e-07 9.286751644420357525e-09 1.250000000000000069e-02
2.600000000000000089e-01 6.186238627796892191e-07 8.115052062862022676e-09 1.300000000000000114e-02
2.700000000000000178e-01 7.191675785741745737e-07 1.053450649558301556e-08 1.350000000000000158e-02
2.800000000000000266e-01 7.699831567979075016e-07 1.245484250643757029e-08 1.400000000000000203e-02
2.899999999999999800e-01 8.062331388505952914e-07 1.435372824847845346e-08 1.449999999999999900e-02
2.999999999999999889e-01 7.802306655561487267e-07 1.491233621685750025e-08 1.499999999999999944e-02
3.099999999999999978e-01 7.401691592136056783e-07 1.529859537060364243e-08 1.549999999999999989e-02
3.200000000000000067e-01 6.925719606424433387e-07 1.617895416492864460e-08 1.600000000000000033e-02
3.300000000000000155e-01 6.341608460362693756e-07 1.445450757263214340e-08 1.650000000000000078e-02
3.449999999999999734e-01 5.081580287985467288e-07 9.101470439181994785e-09 1.724999999999999797e-02
3.599999999999999867e-01 4.026937435010103401e-07 1.284019102037322936e-08 1.799999999999999864e-02
3.699999999999999956e-01 3.193164321937344915e-07 1.294045321402330470e-08 1.849999999999999908e-02
3.800000000000000044e-01 2.570497221205055109e-07 1.114770387953245290e-08 1.900000000000000300e-02
3.900000000000000133e-01 1.949985007969285636e-07 1.062906823313119807e-08 1.950000000000000344e-02
